//M: cambie el 9 de custom a 73 (no guild store)
//Item Trading Restrictions File
//Specify here special rules for item trading.
//Item ID, TradeMask, GM-Level Override
//Trading mask values:
//1:Item can't be drop
//2:Item can't be traded (nor vended)
//4:Wedded partner can override restriction 2.
//8:Item can't be sold to npcs
//16:Item can't be placed in the cart
//32:Item can't be placed in the storage
//64:Item can't be placed in the guild storage
//Example:
//1161,67,50 //Balmung: No drop, No trade, No Guild Store (1+2+64 =67),
//only GMs of GM-level 50 and up can override the setting.



// Wedding Related items
19153,9,50 //novice weapons

19101,9,50 //Essences
19102,9,50
19103,9,50
19104,9,50
7835,9,50
7836,9,50
7837,9,50
7838,9,50

19300,9,50 //Scrolls de Items Cofres Castillos
19301,9,50
19302,9,50
19303,9,50
19304,9,50
19305,9,50
19306,9,50
19307,9,50
19308,9,50

//Items Evento
6010,73,50
6012,73,50
6013,73,50
6016,73,50
6019,73,50
6012,73,50
6013,73,50

//CUSTOMS
19001,73,50
9766,73,50
9789,73,50
9751,73,5
9660,73,50
9665,73,50
9775,73,50 //agregue este.12082014
9772,73,50
9769,73,50
18208,73,50
6010,73,50 //agregue este 2/10/2104
9600,73,50
6085,73,100 //agregue este 18/05/15
9603,73,50
9604,73,50
9605,73,50
9606,73,50
9607,73,50
9610,73,50
9612,73,50
9840,73,50
9841,73,50
9842,73,50
9843,73,50
9844,73,50
9845,73,50

9614,73,50
9615,73,50
9616,73,50
9617,73,50
9618,73,50
9619,73,50
9620,73,50
9621,73,50
9622,73,50
9624,73,50
9625,73,50
9626,93,90
9630,73,50
9631,73,50

9633,73,50
9634,73,50
9635,73,50
9636,73,50
9637,73,50
9639,73,50
9640,73,50
9641,73,50
9642,91,90
9643,73,50
9644,73,50
9645,73,50
9646,73,50

9647,73,50
9648,73,50
9649,73,50

9651,73,50
9652,73,50
9653,73,50
9654,73,50
9655,73,50
9656,73,50
9657,73,50
6015,73,50

9661,73,50
9662,73,50
9663,73,50
9664,73,50

9666,73,50
9670,73,50
9671,73,50
9672,73,50
9673,73,50
9674,73,50
9675,73,50
9676,73,50
9677,73,50
9678,73,50
9679,73,50
9682,73,50
9683,73,50
9684,73,50
9685,73,50
9687,73,50
9688,73,50
9689,73,50
9690,93,50
9691,73,50
9691,73,50
9693,73,50
9694,73,50
9695,73,50
9696,73,50
9697,73,50
9660,73,50
9700,73,50
9701,73,50
9702,73,50
9703,73,50
9704,73,50
9705,73,50
9706,73,50
9707,73,50
9708,73,50
9709,73,50
9710,73,50
9711,73,50
9712,73,50
9713,73,50
9714,73,50
9715,73,50
9716,73,50
9717,73,50
9719,73,50
9720,73,50
9721,73,50
9722,73,50
9723,73,50
9724,73,50
9725,73,50
9726,73,50
9727,73,50
9867,73,50
9859,73,50
9837,89,90
9806,73,50
9771,73,50
6086,73,50
6088,73,50
6089,73,50
9785,73,50
9683,73,50
9861,73,50
9778,73,50
9873,73,50
9741,73,50
9872,73,50
9776,73,50
9881,73,50
9813,73,50
9858,73,50
9863,73,50
9870,73,50
9878,73,50
9826,73,50
9871,73,50
9707,73,50
9742,73,50
9818,73,50
9836,73,50
9777,73,50
9883,73,50
9862,73,50
9784,73,50
9857,73,50
9828,73,50
9694,73,50
9752,73,50

15126,73,50
15130,73,50
15149,73,50
15190,73,50
15196,73,50
15197,73,50

//Narutos
3001,73,50
3002,73,50
3003,73,50
3004,73,50
3005,73,50
3006,73,50
3007,73,50
3008,73,50
3009,73,50
3010,73,50
3011,73,50
3012,73,50
3013,73,50

//Headgear Alas

//=== Orange Fairy Wings
15008,73,50
15007,73,50
15005,73,50
15023,73,50
15021,73,50
15036,73,50
15040,73,50

//Demon Wings
15152,73,50
15153,73,50
15154,73,50
15155,73,50
15156,73,50
15157,73,50

//=== Retribution
15014,73,50
15015,73,50
15025,73,50
15000,73,50
15022,73,50
15033,73,50
15037,73,50
15041,73,50

//=== Dragon Wings
15009,73,50
15010,73,50
15003,73,50
15004,73,50
15011,73,50
15034,73,50
15038,73,50
15042,73,50

//=== Angeling Wings
15001,73,50
15024,73,50
15012,73,50
15026,73,50
15019,73,50
15035,73,50
15039,73,50
15066,73,50
15071,73,50
15073,73,50
15093,73,50
9701,73,50
15080,73,50
15085,73,50
15111,73,50
15090,73,50
15091,73,50
15091,73,50
15095,73,50
15077,73,50
15081,73,50
15104,73,50
15102,73,50
15108,73,50
15109,73,50
15062,73,50

//=== Alas Noviembre 2010

15170,73,50
15171,73,50
15172,73,50
15173,73,50
15174,73,50
15178,73,50
15180,73,50
15183,73,50
15185,73,50
15186,73,50
15188,73,50
15065,73,50
15082,73,50
15074,73,50
15076,73,50
15086,73,50
15060,73,50
15113,73,50
15120,73,50
15123,73,50
15121,73,50
15122,73,50
15129,73,50
15132,73,50
15133,73,50
15134,73,50
15135,73,50
15144,73,50
15146,73,50
9636,73,50
9691,73,50
9702,73,50
15148,73,50
15128,73,50
9984,73,50

//===== Wings of Sion (Alas de GM)
15032,127,60

//========== Acces VIP
18078,73,50
18079,73,50
18083,73,50
18084,73,50

//======= Customs Weapons
//Espadas 1 mano
16001,73,50
16002,73,50
16003,73,50
16004,73,50
16005,73,50
16006,73,50
16007,73,50
16008,73,50
16009,73,50

//Espadas 2 manos

16011,73,50
16012,73,50
16013,73,50
16014,73,50
16015,73,50
16016,73,50
16017,73,50
16018,73,50
16019,73,50

//Maces

16021,73,50
16022,73,50
16023,73,50
16024,73,50
16025,73,50
16026,73,50
16027,73,50
16028,73,50
16029,73,50

//Books

16031,73,50
16032,73,50
16033,73,50
16034,73,50
16035,73,50
16036,73,50
16037,73,50
16050,73,50
16060,73,50

//Staves
16038,73,50
16039,73,50
16040,73,50
20014,73,50
20015,73,50

//Spears

16041,73,50
16042,73,50
16043,73,50
16044,73,50
16045,73,50
16046,73,50
16047,73,50
16048,73,50
16049,73,50

//Axes

16051,73,50
16052,73,50
16053,73,50
16054,73,50
16055,73,50
16056,73,50
16057,73,50
16058,73,50
16059,73,50

//Dagas

16061,73,50
16062,73,50
16063,73,50
16064,73,50
16065,73,50
16066,73,50
16067,73,50
16068,73,50
16069,73,50

//Katares

16071,73,50
16072,73,50
16073,73,50
16074,73,50
16075,73,50
16076,73,50
16077,73,50
16078,73,50
16079,73,50

//Bows

16081,73,50
16082,73,50
16083,73,50
16084,73,50
16085,73,50

//Puños
16091,73,50
16091,73,50
16093,73,50
16094,73,50
16095,73,50
16096,73,50
16097,73,50
16098,73,50
16060,73,50

//Instrumentos
17001,73,50
17002,73,50
17003,73,50
17004,73,50
17005,73,50
17006,73,50
17007,73,50
17008,73,50
17009,73,50

//WHips
17011,73,50
17012,73,50
17013,73,50
17014,73,50
17015,73,50
17016,73,50
17017,73,50
17018,73,50
17019,73,50

//Guns

//Revolvers
17021,73,50
17022,73,50
19110,73,50
19111,73,50

//Riffles
17023,73,50
17024,73,50
19112,73,50
19113,73,50

//shotguns
17025,73,50
17026,73,50
19114,73,50
19115,73,50

//Gatling Guns
17027,73,50
17028,73,50
19116,73,50
19117,73,50

//Granade LAuncher
17029,73,50
17030,73,50
19118,73,50
19119,73,50

//Shurikens

17031,73,50
17032,73,50
17033,73,50
17034,73,50
17035,73,50
17036,73,50
17037,73,50
17038,73,50
17039,73,50
19120,73,50

//Armas Novice
17041,73,50
17042,73,50
17043,73,50
17044,73,50
17045,73,50
17049,73,50

//Armors
18231,73,50
18002,73,50
18003,73,50
18004,73,50
18005,73,50
18006,73,50
18007,73,50
18008,73,50
18009,73,50
18010,73,50

//Garment
18011,73,50
18012,73,50
18013,73,50
18014,73,50
18015,73,50
18016,73,50
18017,73,50
18018,73,50
18019,73,50
18020,73,50
18021,73,50
18022,73,50
18023,73,50
18025,73,50
18026,73,50
18027,73,50
18028,73,50
18029,73,50
18030,73,50
18220,73,50
18221,73,50
18222,73,50

//Armos POISON
20001,73,50
20002,73,50
20003,73,50
20004,73,50
20005,73,50
20006,73,50
20007,73,50
20008,73,50
20009,73,50
20010,73,50
20011,73,50
20012,73,50
20013,73,50

//Armas Tae
16101,73,50
16102,73,50
16103,73,50
16104,73,50
16105,73,50
16106,73,50
16107,73,50
16108,73,50
16109,73,50
19121,73,50

//Shields
18031,73,50
18032,73,50
18033,73,50
18034,73,50
18035,73,50
18036,73,50
18037,73,50

//Footgears
18051,73,50
18052,73,50
18053,73,50
18054,73,50
18055,73,50
18056,73,50
18057,73,50
18058,73,50
18059,73,50

18260,73,50
18261,73,50
18262,73,50
18263,73,50
18264,73,50
18265,73,50
18266,73,50
18267,73,50
18268,73,50
18269,73,50

//Botas VIP
18060,73,60
18061,73,60
18062,73,60

//Accesorios
18071,73,50
18072,73,50
18073,73,50
18074,73,50
18075,73,50
18076,73,50
18077,73,50
18080,73,50
18081,73,50
18082,73,50
18085,73,50

20022,73,50
20023,73,50
20026,73,50

//Spirits
18200,73,50
18201,73,50
18202,73,50
18203,73,50
18204,73,50
18205,73,50
18206,73,50
18207,73,50
18208,73,50
18209,73,50
18210,73,50
18211,73,50
18212,73,50

20050,73,50
20051,73,50

//Kafra Hats
20030,73,50
20031,73,50
20032,73,50
20033,73,50
20034,73,50
20035,73,50

//Garments VIP
18024,73,50
18241,73,50
18242,73,50
18243,73,50
18244,73,50
18245,73,50
18246,73,50
18247,73,50
18248,73,50
18249,73,50

// Cash Shop Related Items
12900,73,90	// Field_Manual_Box
12901,73,90	// Life_Insurrance_Box
12902,73,90	// Bubble_Gum_Box
12903,73,90	// Steamed_Tongue_Box
12904,73,90	// Steamed_Desert_Scorpions_Box
12905,73,90	// Dragon_Breath_Cocktail_Box
12906,73,90	// Hwergelmir's_Tonic_Box
12907,73,90	// Cooked_Nine_Tail_Box
12908,73,90	// Immortal_Stew_Box
12909,73,90	// Kafra_Card_Box
12910,73,90	// Giant_Fly_Wing_Box
12911,73,90	// Glittering_Wand_Box
12912,73,90	// Convex_Mirror_Box
12913,73,90	// Blessing_Scroll_Box
12914,73,90	// Increase_Agility_Scroll_Box
12915,73,90	// Aspersio_Scroll_Box
12916,73,90	// Assumptio_Scroll_Box
12917,73,90	// Wind_Walk_Scroll_Box
12918,73,90	// Adrenaline_Rush_Scroll_Box
12919,73,90	// Megaphone_Box
12910,73,90	// Enriched_Elunium_Box
12911,73,90	// Enriched_Oridecon_Box
12912,73,90	// Token_of_Ziegfried_Box
12202,91,90	// STR_Dish
12203,91,90	// AGI_Dish
12204,91,90	// INT_Dish
12205,91,90	// DEX_Dish
12206,91,90	// LUK_Dish
12207,91,90	// VIT_Dish
12208,91,90	// Battle_Manual
12209,91,90	// Insurance
12210,9,50	// Bubble_Gum
12211,91,90	// Kafra_Card
12212,91,90	// Giant_Fly_Wing
12213,91,90	// Neuralizer
12214,91,90	// Convex_Mirror
12215,91,90	// Blessing_10_Scroll
12216,91,90	// Inc_Agi_10_Scroll
12217,91,90	// Aspersio_5_Scroll
12218,91,90	// Assumptio_5_Scroll
12219,91,90	// Wind_Walk_10_Scroll
12220,91,90	// Adrenaline_Scroll
12221,91,90	// Megaphone_
7619,91,90	// Enriched_Elunium
7620,91,90	// Enriched_Oridecon
7621,91,90	// Token_of_Siegfried

// Arrows v3
19160,73,50
19161,73,50
19162,73,50
19163,73,50
19164,73,50
19165,73,50
19166,73,50
19167,73,50
19168,73,50
19169,73,50

// Bullets V2
19170,73,50
19171,73,50
19172,73,50
19173,73,50
19174,73,50
19175,73,50
19176,73,50
19177,73,50
19178,73,50
19179,73,50

// Spheres V2
19180,73,50
19181,73,50
19182,73,50
19183,73,50
19184,73,50
19185,73,50
19186,73,50
19187,73,50
19188,73,50
19189,73,50

//Kataresv3
16110,73,50
16111,73,50
16112,73,50
16113,73,50
16114,73,50
16115,73,50
16116,73,50
16117,73,50
16118,73,50
20119,73,50

//GrandDragonHelm
15101,73,50

//Armors Sin Autocast
18001,73,50
18232,73,50
18233,73,50
18234,73,50
18235,73,50
18236,73,50
18237,73,50
18238,73,50
18239,73,50
18240,73,50

//Hats VIP
9602,73,50
6014,73,50
10048,73,50
10041,73,50
10050,73,50
10051,73,50
9740,73,50
9801,73,50
9623,73,50
9817,73,50
9827,73,50
9613,73,50
9627,73,50
9611,73,50
9839,73,50
9632,73,50
9852,73,50
9854,73,50
9650,73,50
9750,73,50
9609,73,50
9819,73,50
9638,73,50
9728,73,50
9658,73,50
9802,73,50
9667,73,50
9668,73,50
9669,73,50
9659,73,50
9864,73,50
9608,73,50
9865,73,50
9718,73,50
9847,73,50
9848,73,50
9849,73,50
9850,73,50
9851,73,50
9853,73,50 //tiraya
15616,73,50 //tiraya blanco
9628,73,50
9629,73,50
20053,73,50
9886,73,50
9846,73,50
9680,73,50
9681,73,50
6016,73,50
20052,73,50
9868,73,50
9829,73,50
5210,73,50
//Hats V3
6075,73,50
9770,73,50
6011,73,50
9749,73,50
6014,73,50

//Mids 2009
9783,73,50
9823,73,50
9835,73,50

//MIDS 2010
9877,73,50
9879,73,50
15189,73,50

//MIDS 2011
6068,73,50
6069,73,50
6070,73,50
6071,73,50
15204,73,50

//MIDS 2013
20060,73,50
6015,73,50
9855,73,50
9856,73,50

//Items 2013
6082,73,50
6090,73,50
6091,73,50
6091,73,50
6093,73,50
6094,73,50
6083,73,50
9686,73,50
6095,73,50
6096,73,50
6097,73,50
6098,73,50
6060,73,50
15187,73,50
6067,73,50
9894,73,50

//vips 2014
9897,73,50
9898,73,50
6013,73,50
6059,73,50
6061,73,50
//colores
6060,73,50
6062,73,50
6063,73,50
6064,73,50
6065,73,50
6066,73,50
15901,73,50
15601,73,50
15602,73,50
15603,73,50
15604,73,50
15605,73,50
15606,73,50
15607,73,50
15608,73,50
15609,73,50
15610,73,50
15611,73,50
15612,73,50
15613,73,50
15614,73,50
15236,73,50
15237,73,50
15238,73,50
15239,73,50
15240,73,50
6017,73,50
6030,73,50
9895,73,50
15223,73,50
9691,73,50
15110,73,50
15137,73,50
15217,73,50
15224,73,50

15232,73,50
15263,73,50
15274,73,50
15275,73,50
15621,73,50
15625,73,50
15626,73,50
15627,73,50
10043,73,50 //se podia vender

//Alas VIP
15119,73,50
15002,73,50
15016,73,50
15056,73,50
15151,73,50
15127,73,50
15018,73,50
15112,73,50
15020,73,50
15179,73,50
15006,73,50
15045,73,50
15017,73,50
15049,73,50
15087,73,50
15103,73,50
15078,73,50
9698,73,50
15096,73,50
15097,73,50
15216,73,50
15075,73,50
15158,73,50
15159,73,50
15160,73,50
15161,73,50
15162,73,50
15061,73,50
15069,73,50
15136,73,50
9824,73,50
15131,73,50
//Alas VIP 2010
15211,73,50
15212,73,50
15184,73,50
15208,73,50
15181,73,50
15177,73,50
10042,73,50
6084,73,50
15203,73,50
15201,73,50
15176,73,50
15175,73,50
//Alas VIP v3
15150,73,50
15207,73,50
15182,73,50
15200,73,50
15209,73,50

//Alas temporada(Febrebro)
15202,73,50
15205,73,50

//Ticket Votacion
7608,91,100

//Hats Votación
9773,91,90
9642,91,90
9815,91,90
9690,91,90
9825,91,90
9814,91,90
9626,91,90
9876,91,90
9880,91,90
9884,91,90
9869,91,90
9874,91,90
9748,91,90
9696,91,90
9763,91,90
9709,91,90 //no esta en npc
9715,91,90
9717,91,90
9830,91,90
9874,91,90
9764,91,90
9782,91,90
9793,91,90
9882,91,90
9762,91,90
19158,73,50

//Items de Votacion

5325,91,90
20020,91,90
20021,91,90
20024,91,90
20025,91,90
20027,91,90
20029,91,90
20036,91,90 
9831,91,90
9832,91,90
9833,91,90
9834,91,90
9800,91,90
9797,91,90
9798,91,90
9760,91,90


//Items Quests
7024,73,50
7021,73,50

//nuevos colores
9737,73,50
9739,73,50
9736,73,50
9731,73,50
9732,73,50
9733,73,50
9734,73,50
9735,73,50
9738,73,50
9730,73,50

9856,73,50
6001,73,50
9855,73,50
9601,73,50
6000,73,50
6087,73,50
//item evento
9889,73,50
//endless
20065,119,60
//evento viejos
5372,89,90
9804,89,90
5226,89,90
5283,89,90
5209,89,50
9765,89,90
5383,89,90
5304,89,90
5381,73,50
5382,89,90
5227,89,90
5252,89,90
5198,89,90
5182,89,90
5236,89,90
5200,89,90
9821,89,90
5213,89,90
5255,89,90
5235,89,90
5237,89,90
//faltaba
10047,73,50
//alas tipo vip
15225,73,50
15226,73,50
15227,73,50
15228,73,50
15229,73,50
15230,73,50
15231,73,50
//nuevos colores
15241,73,50
15242,73,50
15243,73,50
15244,73,50
15245,73,50
15250,73,50
15251,73,50
15252,73,50
15253,73,50
15254,73,50
15255,73,50
15256,73,50
15257,73,50
//quest colores
15615,73,50
15246,73,50
15247,73,50
15248,73,50
15249,73,50
//hats evento navidad
6035,73,50
6033,73,50
6037,73,50
// BG Items
18038,123,60
18063,123,60
18086,123,60
18250,123,60
18251,123,60
15277,123,60
15636,123,60
15904,123,60

7828,115,60
7829,115,60
//nuevos hats vip
15617,73,50
15618,73,50
15619,73,50
//nuevas alas vip
15234,73,50
15233,73,50
15142,73,50
//nuevo accesorio
18088,73,50
//nuevos colores
15278,73,50
15279,73,50
15280,73,50
15281,73,50
//nuevas armor duales
18089,73,50
18090,73,50
18091,73,50
18091,73,50
18093,73,50
18094,73,50
18095,73,50
18096,73,50
18097,73,50
18098,73,50
//ticket cambio nombre
20066,91,100
//colores alas vip
15282,73,50
15283,73,50
15284,73,50
15285,73,50
15286,73,50
15287,73,50
15288,73,50
15289,73,50
15290,73,50
15291,73,50
15291,73,50
15293,73,50
//votacion
9885,91,90
9860,91,90
6003,91,90
6004,91,90
6005,91,90
6006,91,90
6007,91,90
6008,91,90
6009,91,90
6040,91,90
6011,91,90
6034,91,90
6017,91,90
6018,91,90
9786,91,90
6079,91,90
6080,91,90
//novice
//18060,119,90
18223,119,90
18270,119,90
18039,119,90
15262,119,90
15620,119,90
//banderas
15637,73,50
15638,73,50
15639,73,50
15640,73,50
15641,73,50
15642,73,50
15643,73,50
15644,73,50
15645,73,50
15646,73,50
15647,73,50
//evento especial
15294,73,50
15295,73,50
15100,73,50
6018,73,50
//vips dic-2015
15653,73,50
15656,73,50
15659,73,50
15665,73,50
15664,73,50
15668,73,50
15669,73,50
15296,73,50
15297,73,50
15298,73,50
15663,73,50
15667,73,50
10040,73,50
15138,73,50
10049,73,50
15139,73,50
15143,73,50
15260,73,50
15141,73,50
//tipovip
15648,73,50
15649,73,50
15650,73,50
15651,73,50
15652,73,50
15655,73,50
15658,73,50
15660,73,50
15662,73,50
15666,73,50
5152,73,50
5300,73,50
15270,73,50
15259,73,50
15273,73,50
15260,73,50
5136,73,50
10044,73,50
5204,73,50
5811,73,50
15654,73,50
15657,73,50
15670,73,50

9982,73,50
9968,73,50
9969,73,50
9970,73,50
9971,73,50

9926,73,50
